Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.0.2-192.168.0.10-80-44532-6,192.168.0.10,44532,192.168.0.2,80,6,25/04/2025 07:16:49 PM,6255161,23,27,408.0,4310.0,408.0,0.0,17.739130434782606,85.0738809352865,1448.0,0.0,159.62962962962965,392.0187542754858,754.2571646037568,7.993399370535786,127656.3469387755,857719.5525201441,6005987.0,7.0,6254745.0,284306.5909090909,1278640.6346800555,6005987.0,25.0,245526.0,9443.30769230769,38540.21556013326,195134.0,46.0,0,0,0,0,736,880,3.6769637104464614,4.316435660089325,0.0,1448.0,92.50980392156865,297.10781696542546,88273.05490196076,0,1,0,0,0,0,0,0,1.0,94.36,17.73913043478261,159.62962962962962,0,0,0,0,0,0,23,408,27,4310,-1,108,1,0,0,0,0,0,0,0,0,0,No Label
192.168.0.2-192.168.0.10-80-44608-6,192.168.0.10,44608,192.168.0.2,80,6,25/04/2025 07:16:52 PM,3078637,8,8,419.0,3945.0,419.0,0.0,52.375,148.1388706585817,1448.0,0.0,493.125,634.6509586266409,1417.5104112631661,5.197105082541397,205242.46666666667,773952.6365455693,3002330.0,13.0,3077379.0,439625.5714285715,1130277.0483222033,3002330.0,216.0,76261.0,10894.42857142857,22706.119306309938,61945.0,261.0,0,0,0,0,256,272,2.5985525412706987,2.5985525412706987,0.0,1448.0,256.70588235294116,488.62994237790554,238759.22058823527,0,1,0,0,0,0,0,0,1.0,272.75,52.375,493.125,0,0,0,0,0,0,8,419,8,3945,-1,108,1,0,0,0,0,0,0,0,0,0,No Label
192.168.0.2-192.168.0.10-80-44620-6,192.168.0.10,44620,192.168.0.2,80,6,25/04/2025 07:16:52 PM,3150308,8,8,417.0,3948.0,417.0,0.0,52.125,147.43176387739516,1448.0,0.0,493.49999999999994,639.0126312187756,1385.5788068976112,5.078868478891588,210020.53333333333,773830.415785089,3005334.0,14.0,3148707.0,449815.28571428574,1127593.4154591826,3005334.0,204.0,144921.0,20703.0,40818.253812887844,111707.0,243.0,0,0,0,0,256,272,2.539434239445794,2.539434239445794,0.0,1448.0,256.7647058823529,491.1599191469827,241238.0661764706,0,1,0,0,0,0,0,0,1.0,272.8125,52.125,493.5,0,0,0,0,0,0,8,417,8,3948,-1,108,1,0,0,0,0,0,0,0,0,0,No Label
192.168.0.2-192.168.0.10-80-44632-6,192.168.0.10,44632,192.168.0.2,80,6,25/04/2025 07:16:52 PM,3170948,6,7,419.0,3941.0,419.0,0.0,69.83333333333334,171.05603370435858,2896.0,0.0,563.0,1099.216235930553,1374.9831280740018,4.099720336000464,264245.6666666667,864596.2454910104,3006426.0,1.0,3169861.0,633972.2,1327715.1072593473,3006426.0,199.0,164477.0,27412.833333333336,59352.814738364905,148160.0,1.0,0,0,0,0,192,240,1.8921786166155987,2.2075417193848654,0.0,2896.0,311.4285714285714,798.3720661721301,637397.956043956,0,1,0,0,0,0,0,0,1.0,335.38461538461536,69.83333333333333,563.0,0,0,0,0,0,0,6,419,7,3941,-1,108,1,0,0,0,0,0,0,0,0,0,No Label
192.168.0.2-192.168.0.10-80-44642-6,192.168.0.10,44642,192.168.0.2,80,6,25/04/2025 07:16:52 PM,3230419,21,31,411.0,4313.0,411.0,0.0,19.571428571428577,89.68755288699286,1509.0,0.0,139.12903225806454,311.74816138837497,1462.3490017858364,16.096983084856795,63341.549019607846,421070.3328392687,3004956.0,7.0,3229747.0,161487.35,670752.108238386,3004956.0,52.0,223364.0,7445.466666666668,36304.33403758625,199198.0,24.0,0,0,0,0,672,1008,6.500704707346014,9.596278377510782,0.0,1509.0,89.1320754716981,250.51992379970417,62760.23222060959,0,1,0,0,0,0,0,0,1.0,90.84615384615384,19.571428571428573,139.1290322580645,0,0,0,0,0,0,21,411,31,4313,-1,108,1,0,0,0,0,0,0,0,0,0,No Label
192.168.0.2-192.168.0.10-80-44652-6,192.168.0.10,44652,192.168.0.2,80,6,25/04/2025 07:16:52 PM,3253059,22,32,411.0,4313.0,411.0,0.0,18.681818181818187,87.62549442215588,1147.0,0.0,134.78125,268.86640577287784,1452.1716329153576,16.59976041012475,61378.47169811321,412705.06884510914,3004123.0,7.0,3252285.0,154870.7142857143,653954.7031288286,3004123.0,23.0,248697.0,8022.483870967741,31945.9023756005,166591.0,21.0,0,0,0,0,704,1040,6.762865352273045,9.836895057851702,0.0,1147.0,85.89090909090912,218.81191591285548,47878.65454545454,0,1,0,0,0,0,0,0,1.0,87.48148148148148,18.681818181818183,134.78125,0,0,0,0,0,0,22,411,32,4313,-1,108,1,0,0,0,0,0,0,0,0,0,No Label
192.168.0.2-192.168.0.10-80-44634-6,192.168.0.10,44634,192.168.0.2,80,6,25/04/2025 07:16:52 PM,3278864,21,31,421.0,4313.0,421.0,0.0,20.04761904761905,91.86973178935278,1789.0,0.0,139.1290322580645,350.8816269470835,1443.7927282131861,15.8591512182268,64291.450980392154,421481.9735715071,3005431.0,7.0,3277747.0,163887.35,671068.5688835363,3005431.0,33.0,273248.0,9108.266666666666,44755.19025646025,245586.0,26.0,0,0,0,0,672,1008,6.404657222745438,9.454493995481362,0.0,1789.0,89.32075471698113,279.009151599625,77846.10667634252,0,1,0,0,0,0,0,0,1.0,91.03846153846153,20.047619047619047,139.1290322580645,0,0,0,0,0,0,21,421,31,4313,-1,108,1,0,0,0,0,0,0,0,0,0,No Label
192.168.0.2-192.168.0.10-80-44536-6,192.168.0.10,44536,192.168.0.2,80,6,25/04/2025 07:16:49 PM,6929199,11,11,411.0,3974.0,411.0,0.0,37.36363636363636,123.92116262146084,1448.0,0.0,361.27272727272725,483.74561308793096,632.8292779583903,3.1749701516726536,329961.85714285716,1315546.2591020237,6009898.0,1.0,6928740.0,692873.9999999999,1888565.542378718,6009898.0,7.0,919246.0,91924.59999999999,278138.15074015927,883207.0,1.0,0,0,0,0,352,368,1.5874850758363268,1.5874850758363268,0.0,1448.0,190.65217391304347,375.9054050127326,141304.87351778656,0,1,0,0,0,0,0,0,1.0,199.3181818181818,37.36363636363637,361.27272727272725,0,0,0,0,0,0,11,411,11,3974,-1,108,1,0,0,0,0,0,0,0,0,0,No Label
192.168.0.2-192.168.0.10-80-44520-6,192.168.0.10,44520,192.168.0.2,80,6,25/04/2025 07:16:49 PM,7109719,8,8,416.0,3945.0,416.0,0.0,52.00000000000001,147.07821048680188,1448.0,0.0,493.125,634.6509586266409,613.3857048358733,2.2504405589025387,473981.2666666667,1554454.6121516367,6006478.0,12.0,7109233.0,1015604.7142857143,2235297.4886921067,6006478.0,159.0,1103196.0,157599.42857142855,397256.2842464367,1057960.0,161.0,0,0,0,0,256,272,1.1252202794512693,1.1252202794512693,0.0,1448.0,256.52941176470586,488.5682037401558,238698.88970588238,0,1,0,0,0,0,0,0,1.0,272.5625,52.0,493.125,0,0,0,0,0,0,8,416,8,3945,-1,108,1,0,0,0,0,0,0,0,0,0,No Label
192.168.0.2-192.168.0.10-80-44660-6,192.168.0.10,44660,192.168.0.2,80,6,25/04/2025 07:16:52 PM,3641770,8,8,414.0,3970.0,414.0,0.0,51.75,146.37110370561533,1855.0,0.0,496.25,778.2968126437553,1203.810235132916,4.393468011434,242784.66666666666,779840.4466257063,3002040.0,20.0,3641067.0,520152.4285714286,1118405.4144350425,3002040.0,52.0,639650.0,91378.57142857143,233664.5958839701,621217.0,131.0,0,0,0,0,256,272,2.196734005717,2.196734005717,0.0,1855.0,257.88235294117646,572.8859924052234,328198.36029411765,0,1,0,0,0,0,0,0,1.0,274.0,51.75,496.25,0,0,0,0,0,0,8,414,8,3970,-1,108,1,0,0,0,0,0,0,0,0,0,No Label
192.168.0.2-192.168.0.10-80-44664-6,192.168.0.10,44664,192.168.0.2,80,6,25/04/2025 07:16:53 PM,3087379,22,22,420.0,4313.0,420.0,0.0,19.090909090909093,89.54430086935638,1343.0,0.0,196.04545454545453,390.8063065817507,1533.015544900707,14.251570668842406,71799.51162790699,457946.52091651666,3004252.0,1.0,3086206.0,146962.19047619047,654839.006599532,3004252.0,9.0,82919.0,3948.523809523809,13882.646407004131,63688.0,1.0,0,0,0,0,704,720,7.125785334421203,7.125785334421203,0.0,1343.0,105.17777777777782,291.2144858479344,84805.87676767677,0,1,0,0,0,0,0,0,1.0,107.56818181818181,19.09090909090909,196.04545454545453,0,0,0,0,0,0,22,420,22,4313,-1,108,1,0,0,0,0,0,0,0,0,0,No Label
192.168.0.2-192.168.0.10-80-44678-6,192.168.0.10,44678,192.168.0.2,80,6,25/04/2025 07:16:53 PM,3168338,6,7,422.0,3941.0,422.0,0.0,70.33333333333334,172.2807785757502,2896.0,0.0,563.0,1099.216235930553,1377.062674500006,4.103097586179253,264028.1666666667,863406.4582642021,3002925.0,1.0,3167843.0,633568.6,1325693.0405770033,3002925.0,682.0,165363.0,27560.5,54048.807071941934,137041.0,1.0,0,0,0,0,192,240,1.8937373474673473,2.209360238711905,0.0,2896.0,311.6428571428571,798.4035616483353,637448.2472527472,0,1,0,0,0,0,0,0,1.0,335.61538461538464,70.33333333333333,563.0,0,0,0,0,0,0,6,422,7,3941,-1,108,1,0,0,0,0,0,0,0,0,0,No Label
192.168.0.2-192.168.0.10-80-44662-6,192.168.0.10,44662,192.168.0.2,80,6,25/04/2025 07:16:53 PM,3215658,22,32,418.0,4313.0,418.0,0.0,18.999999999999996,89.11789943664515,1618.0,0.0,134.78124999999997,319.4222338974927,1471.2385458901413,16.79283058086401,60672.79245283018,412496.95146082627,3002851.0,7.0,3214688.0,153080.38095238095,653882.1044649774,3002851.0,23.0,212490.0,6854.516129032257,28618.3241459861,158582.0,18.0,0,0,0,0,704,1040,6.841523569981634,9.951307010882376,0.0,1618.0,86.01818181818179,255.02472580989237,65037.61077441079,0,1,0,0,0,0,0,0,1.0,87.61111111111111,19.0,134.78125,0,0,0,0,0,0,22,418,32,4313,-1,108,1,0,0,0,0,0,0,0,0,0,No Label
192.168.0.2-192.168.0.10-80-44684-6,192.168.0.10,44684,192.168.0.2,80,6,25/04/2025 07:16:53 PM,3217052,23,33,411.0,4313.0,411.0,0.0,17.869565217391308,85.69942417745771,1215.0,0.0,130.6969696969697,268.5634800247985,1468.4251295906936,17.407241163649207,58491.85454545455,405269.4841914368,3003193.0,8.0,3216533.0,146206.04545454544,639468.1816280714,3003193.0,18.0,212857.0,6651.781249999999,34431.1737488689,195123.0,24.0,0,0,0,0,736,1072,7.149402620784495,10.257838542864711,0.0,1215.0,82.87719298245614,217.49992365971056,47306.216791979925,0,1,0,0,0,0,0,0,1.0,84.35714285714286,17.869565217391305,130.6969696969697,0,0,0,0,0,0,23,411,33,4313,-1,108,1,0,0,0,0,0,0,0,0,0,No Label
192.168.0.2-192.168.0.10-80-44706-6,192.168.0.10,44706,192.168.0.2,80,6,25/04/2025 07:16:53 PM,3177078,14,14,414.0,3988.0,414.0,0.0,29.571428571428573,110.6461541517437,1448.0,0.0,284.85714285714283,427.1535225982947,1385.5498668902685,8.8131295485978,117669.55555555555,577344.9669028263,3002898.0,8.0,3176408.0,244339.07692307694,829881.6332340677,3002898.0,70.0,174135.0,13395.0,41462.20949250052,150791.0,82.0,0,0,0,0,448,464,4.4065647742989,4.4065647742989,0.0,1448.0,151.79310344827587,327.93699082405897,107542.66995073894,0,1,0,0,0,0,0,0,1.0,157.21428571428572,29.571428571428573,284.85714285714283,0,0,0,0,0,0,14,414,14,3988,-1,108,1,0,0,0,0,0,0,0,0,0,No Label
